instance family sequentialixinduced sequentialixinduced2 sequentialixinducedrestarts2
all-meshes-CVIU11-pattern2-target184 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target185 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target186 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target187 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target188 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target189 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target19 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target190 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target191 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target192 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target193 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target194 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target195 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target196 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target197 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target198 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target199 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target2 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target20 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target200 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target201 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target202 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target203 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target204 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target205 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target206 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target207 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target208 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target209 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target21 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target210 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target211 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target212 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target213 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target214 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target215 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target216 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target217 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target218 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target219 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target22 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target220 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target221 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target222 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target223 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target224 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target225 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target226 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target227 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target228 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target229 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target23 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target230 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target231 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target232 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target233 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target234 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target235 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target237 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target238 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target24 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target240 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target241 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target242 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target243 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target244 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target245 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target246 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target247 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target248 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target249 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target25 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target250 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target251 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target252 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target253 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target254 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target255 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target256 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target257 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target258 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target26 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target260 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target261 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target262 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target263 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target264 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target265 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target266 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target267 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target268 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target269 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target27 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target270 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target271 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target272 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target273 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target275 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target278 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target279 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target28 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target280 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target281 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target282 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target283 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target284 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target285 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target286 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target287 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target288 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target289 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target29 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target290 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target291 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target292 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target293 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target294 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target295 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target296 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target297 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target298 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target299 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target3 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target30 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target300 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target303 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target304 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target305 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target306 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target307 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target308 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target309 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target31 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target310 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target311 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target312 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target313 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target314 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target315 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target316 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target317 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target318 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target319 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target32 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target320 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target321 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target322 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target323 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target324 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target325 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target326 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target327 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target328 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target329 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target33 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target330 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target331 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target332 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target333 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target334 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target335 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target336 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target337 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target338 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target339 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target34 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target340 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target341 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target342 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target343 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target344 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target345 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target346 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target347 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target348 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target349 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target35 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target350 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target351 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target352 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target353 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target354 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target356 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target357 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target358 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target359 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target36 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target360 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target361 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target362 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target363 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target364 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target365 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target366 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target367 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target368 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target369 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target37 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target370 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target378 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target379 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target38 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target380 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target381 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target382 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target383 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target384 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target385 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target386 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target387 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target388 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target389 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target39 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target390 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target391 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target392 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target393 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target394 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target395 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target396 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target397 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target398 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target399 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target4 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target40 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target400 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target401 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target402 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target403 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target404 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target405 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target406 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target407 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target408 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target409 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target41 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target410 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target411 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target412 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target413 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target414 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target415 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target416 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target417 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target418 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target419 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target42 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target420 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target421 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target422 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target423 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target424 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target425 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target427 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target428 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target429 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target43 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target430 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target431 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target432 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target433 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target434 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target435 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target436 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target437 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target438 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target439 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target44 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target440 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target441 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target442 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target443 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target444 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target446 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target447 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target448 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target449 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target45 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target450 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target451 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target452 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target453 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target454 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target455 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target456 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target457 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target458 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target459 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target46 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target460 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target461 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target462 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target463 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target464 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target465 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target466 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target467 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target468 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target469 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target47 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target470 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target471 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target472 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target473 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target474 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target475 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target476 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target477 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target478 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target479 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target48 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target481 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target482 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target483 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target484 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target485 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target486 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target487 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target488 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target489 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target49 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target490 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target491 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target492 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target493 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target494 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target495 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target496 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target497 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target498 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target499 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target5 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target50 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target500 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target501 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target502 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target503 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target504 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target505 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target506 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target507 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target508 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target509 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target51 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target510 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target511 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target512 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target513 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target514 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target515 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target517 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target518 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target519 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target52 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target520 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target521 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target522 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target523 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target524 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target525 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target526 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target527 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target528 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target529 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target53 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target530 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target54 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target55 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target56 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target57 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target58 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target59 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target6 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target60 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target61 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target62 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target63 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target64 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target65 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target66 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target67 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target68 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target69 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target7 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target70 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target72 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target73 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target74 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target76 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target77 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target78 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target79 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target8 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target80 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target81 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target82 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target83 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target84 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target85 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target86 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target87 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target88 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target89 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target9 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target90 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target91 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target92 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target93 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target94 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target96 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target97 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target98 13 NaN NaN NaN
all-meshes-CVIU11-pattern2-target99 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target1 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target10 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target100 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target102 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target103 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target104 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target106 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target107 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target108 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target109 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target11 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target110 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target111 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target112 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target113 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target114 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target115 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target116 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target117 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target118 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target119 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target12 13 NaN NaN NaN
all-meshes-CVIU11-pattern3-target120 13 NaN NaN NaN
